UniqueID_v2,sampleID_agency,siteID,lat,long,Date,PCT_FN,ni_total_v2,TotRich,Dataset,COMMENTS,COMID
SampWA_5514_1,WAM06600-005701-DCE-2016-0902-08:28,WAM06600-005701,46.05750712,-118.1423036,9/2/2016,6.926406926,526,70,M,,23638450
SampWA_5177_1,WAM06600-001205-DCE-2011-0901-08:00,WAM06600-001205,46.22134659,-117.821803,9/1/2011,22.94372294,534,56,M,,23638480
SampWA_5862_1,WAM06600-036677-DCE-2016-0806-08:26,WAM06600-036677,46.08703,-118.07184,8/6/2016,13.41991342,350,27,M,,23638516
SampWA_5556_1,WAM06600-006889-DCE-2011-0713-09:50,WAM06600-006889,46.36488246,-118.1478168,7/13/2011,90.90909091,539,36,M,,23638778
SampWA_5333_1,WAM06600-002793-DCE-2011-0715-10:37,WAM06600-002793,46.36253847,-118.1520469,7/15/2011,70.12987013,567,25,M,,23638780
SampWA_5717_1,WAM06600-015081-DCE-2011-0708-10:15,WAM06600-015081,46.34533076,-117.9783191,7/8/2011,100,543,30,M,,23638968
SampWA_5732_1,WAM06600-016601-DCE-2011-0709-09:45,WAM06600-016601,46.33780144,-117.7275642,7/9/2011,41.55844156,570,33,M,,23638978
SampWA_5661_1,WAM06600-011161-DCE-2016-0725-12:45,WAM06600-011161,46.29948039,-117.7130348,7/25/2016,2.272727273,561,32,M,,23639276
SampWA_5770_1,WAM06600-020009-DCE-2011-0710-10:40,WAM06600-020009,46.23823723,-117.9580886,7/10/2011,41.12554113,248,27,M,,23639434
SampWA_6223_1,BIO06600-SPAN11-DCE-2016-0824-10:00,BIO06600-SPAN11,46.1483,-117.8035,8/24/2016,3.463203463,544,63,M,,23639976
SampWA_5435_1,WAM06600-004101-DCE-2011-0704-11:10,WAM06600-004101,46.03583929,-118.3305314,7/4/2011,40.69264069,548,48,M,,23640128
SampWA_5596_1,WAM06600-008197-DCE-2011-0705-10:00,WAM06600-008197,46.03708675,-118.2971509,7/5/2011,92.42424242,542,33,M,,23640132
SampWA_5792_1,WAM06600-021713-DCE-2016-0810-10:27,WAM06600-021713,46.03376,-118.38728,8/10/2016,44.58874459,353,40,M,,23640136
SampWA_5874_1,WAM06600-040881-DCE-2016-0809-08:52,WAM06600-040881,46.01102,-118.43408,8/9/2016,100,577,33,M,,23640194
SampOD_6579_1,01042WSE,25387-ORDEQ,45.24487513,-119.2092087,7/12/2001,3.80952381,491,54,M,,23647902
SampOD_6855_1,00074REF,24060-ORDEQ,45.49681527,-118.2780917,8/7/2000,1.904761905,405,33,M,,23648524
SampOD_7026_1,00075REF,24071-ORDEQ,45.72640273,-118.1787229,8/9/2000,2.857142857,568,37,M,,23648688
SampOD_6939_1,00076REF,24068-ORDEQ,45.59192523,-118.304129,8/8/2000,2.857142857,629,44,M,,23648960
SampOD_6758_1,01034WSE,25378-ORDEQ,45.36824706,-119.4463403,7/12/2001,89.52380952,493,27,M,,23659640
SampWA_5316_1,WAM06600-002337-DCE-2011-0824-10:45,WAM06600-002337,45.91629763,-120.9152467,8/24/2011,4.761904762,525,49,M,,23663155
SampWA_5130_1,ERR06600-000753-DCE-2011-0822-14:00,ERR06600-000753,46.06178,-121.21236,8/22/2011,8.658008658,555,66,M,,23663303
SampWA_5101_1,WAM06600-000541-DCE-2015-0729-10:55,WAM06600-000541,46.46482986,-121.1973899,7/29/2015,13.41991342,561,63,M,,23663451
SampWA_5922_1,BIO06600-BACO09-DCE-2017-0926-08:08,BIO06600-BACO09,46.07759,-121.28797,9/26/2017,2.164502165,625,54,M,,23663589
SampWA_5480_1,WAM06600-005021-DCE-2011-0814-11:40,WAM06600-005021,46.48863329,-121.2525435,8/14/2011,3.349282297,527,47,M,,23663729
SampWA_5942_1,BIO06600-BIRD09-DCE-2016-0809-08:03,BIO06600-BIRD09,46.08236,-121.37966,8/9/2016,0.865800866,562,60,M,,23664607
SampWA_5728_1,WAM06600-015857-DCE-2015-0715-09:21,WAM06600-015857,46.06802048,-121.3061876,7/15/2015,18.50220264,426,51,M,,23664653
SampWA_6032_1,BIO06600-ELKC09-DCE-2011-0725-09:30,BIO06600-ELKC09,46.05538,-121.19845,7/25/2011,0,530,42,M,,23664717
SampWA_5686_1,WAM06600-012449-DCE-2015-0805-08:37,WAM06600-012449,45.94227588,-121.3514295,8/5/2015,100,480,37,M,,23664879
SampOD_6226_1,00010JDE,24448-ORDEQ,44.75650058,-119.4131818,8/8/2000,0,511,38,M,,23670711
SampOD_6362_1,00006JDE,24443-ORDEQ,44.92540513,-118.8912067,8/2/2000,13.51351351,431,49,M,,23670891
SampOD_6260_1,03018BPA,30381-ORDEQ,44.7916224,-118.6727265,8/26/2003,0,553,44,M,,23670945
SampOD_6268_1,03022EMAP,30423-ORDEQ,44.80706288,-118.4287936,8/27/2003,5.714285714,572,57,M,,23671105
SampOD_6258_1,02023EMAP,26932-ORDEQ,44.78707749,-118.3770307,7/17/2002,10.47619048,511,53,M,,23671113
SampOD_6395_1,00080REF,24048-ORDEQ,44.98171924,-118.5891238,8/8/2000,5.714285714,534,41,M,,23671191
SampOD_6423_1,05010HAB,32491-ORDEQ,45.03698943,-118.9788983,7/11/2005,0,560,46,M,,23671211
SampOD_6446_1,00077REF,24053-ORDEQ,45.0669408,-118.7163309,8/10/2000,18.0952381,608,48,M,,23671299
SampOD_6435_1,01018JDE,25417-ORDEQ,45.05123042,-118.6649091,8/1/2001,17.14285714,512,61,M,,23671309
SampOD_6466_1,00022JDE,24428-ORDEQ,45.09296889,-118.6660545,8/9/2000,0,506,60,M,,23671337
SampOD_6534_1,00021JDE,24446-ORDEQ,45.17216681,-118.7358398,8/8/2000,9.803921569,598,46,M,,23671361
SampOD_6448_1,03015EMAP,30412-ORDEQ,45.08496963,-119.0455857,8/6/2003,0,527,48,M,,23671439
SampOD_6465_1,05008HAB,26944-ORDEQ,45.09158663,-119.2193144,7/11/2005,2.85714,592,40,M,DEQ DATA BEYOND GENUS,23671481
SampOD_6389_1,01016JDE,25414-ORDEQ,44.97164549,-119.2988271,7/10/2001,11.42857143,480,54,M,,23671511
SampOD_6433_1,02020EMAP,26934-ORDEQ,45.05058733,-119.3507825,7/16/2002,0.952380952,512,45,M,,23671521
SampOD_6359_1,03001BPA,30393-ORDEQ,44.92428098,-119.5295024,7/16/2003,9,519,41,M,,23671609
SampOD_6439_1,02013EMAP,26897-ORDEQ,45.05259624,-119.4519934,7/10/2002,0,483,52,M,,23671665
SampOD_6339_1,01021JDE,25425-ORDEQ,44.9078217,-118.3136562,7/30/2001,11.42857143,543,59,M,,23671681
SampOD_6321_1,05011HAB,32548-ORDEQ,44.88883358,-118.4320022,7/12/2005,16.19048,559,57,M,,23671723
SampOD_6358_1,05001HAB,32549-ORDEQ,44.92400416,-118.2885937,7/12/2005,0.95238,566,54,M,,23671729
SampOD_6245_1,02031EMAP,26890-ORDEQ,44.77895408,-118.4525658,7/24/2002,3.80952381,514,44,M,,23671819
SampOD_6325_1,01011JDE,25406-ORDEQ,44.89786078,-118.3824397,7/31/2001,8.571428571,508,43,M,,23671839
SampOD_6405_1,02034EMAP,26927-ORDEQ,44.99557333,-118.7263324,7/25/2002,1.904761905,514,33,M,,23671843
SampOD_6417_1,01003JDE,25398-ORDEQ,45.02456445,-119.1498086,7/11/2001,3.80952381,529,54,M,,23672587
SampOD_6426_1,03002BPA,30380-ORDEQ,45.04248053,-118.7504429,7/22/2003,7,512,41,M,,23672629
SampOD_6415_1,03004BPA,30379-ORDEQ,45.01549922,-118.6034482,7/23/2003,2,569,37,M,,23672733
SampOD_6381_1,02029EMAP,26906-ORDEQ,44.96195907,-118.6079578,7/23/2002,14.28571429,529,40,M,,23672885
SampOD_6376_1,02022EMAP,26902-ORDEQ,44.95524401,-118.5498209,7/16/2002,21.9047619,532,52,M,,23672921
SampOD_6378_1,00006WSE,24417-ORDEQ,44.95596234,-118.3766087,9/12/2000,8.571428571,536,62,M,,23672957
SampOD_6354_1,05012HAB,32545-ORDEQ,44.91632541,-118.4050327,7/12/2005,5.71429,669,53,M,,23673067
SampOD_6288_1,00011JDE,24425-ORDEQ,44.84469066,-118.4945761,8/8/2000,9.375,490,40,M,,23673233
SampOD_6300_1,02027EMAP,25629-ORDEQ,44.84945926,-118.7868877,7/23/2002,3.157894737,502,60,M,,23673265
SampOD_6155_1,01020JDE,25419-ORDEQ,44.6177184,-119.2994409,7/17/2001,1.904761905,641,48,M,,23673665
SampOD_6200_1,03017BPA,30388-ORDEQ,44.67794142,-118.9725189,8/5/2003,9,533,43,M,,23681103
SampOD_6215_1,02030EMAP,26881-ORDEQ,44.7110468,-118.9508179,7/23/2002,28.57142857,524,62,M,,23681221
SampOD_6239_1,03021EMAP,30413-ORDEQ,44.77078293,-118.8774487,8/25/2003,20,543,60,M,,23681237
SampOD_6177_1,03016EMAP,30424-ORDEQ,44.63619223,-118.8422033,8/7/2003,7.619047619,519,52,M,,23681275
SampOD_6171_1,05006HAB,32550-ORDEQ,44.6228139,-118.7877401,7/12/2005,8.57143,615,63,M,,23681307
SampOD_6169_1,01023JDE,25430-ORDEQ,44.62271033,-118.5780774,7/16/2001,24.76190476,507,57,M,,23681367
SampOD_6131_1,00030JDE,24440-ORDEQ,44.5755943,-118.4914106,8/14/2000,7.070707071,545,55,M,,23681387
SampOD_6088_1,00032JDE,24434-ORDEQ,44.5322032,-118.478937,8/15/2000,23.47826087,497,60,M,,23681389
SampOD_6238_1,03003BPA,30387-ORDEQ,44.76964559,-118.7776526,7/22/2003,9,502,47,M,,23681447
SampOD_6244_1,05007HAB,26895-ORDEQ,44.77817794,-118.6865078,7/12/2005,9.52381,687,45,M,,23681451
SampOD_6284_1,00004JDE,24433-ORDEQ,44.83757567,-118.8788344,7/31/2000,5,495,57,M,,23681461
SampOD_6271_1,05004HAB,32481-ORDEQ,44.81401,-118.78068,7/13/2005,12.62136,573,62,M,,23681463
SampOD_6219_1,03007BPA,30383-ORDEQ,44.71657046,-118.7034993,7/24/2003,9,557,39,M,,23681503
SampOD_6213_1,01008JDE,25403-ORDEQ,44.71083507,-118.8014754,7/18/2001,5.833333333,569,59,M,,23681567
SampOD_6194_1,03010BPA,30386-ORDEQ,44.66199197,-118.6387669,7/29/2003,0,524,52,M,,23681575
SampOD_6218_1,05003HAB,32552-ORDEQ,44.71583943,-118.720669,7/12/2005,8.57143,604,51,M,,23682043
SampOD_6205_1,03009BPA,30384-ORDEQ,44.69852476,-118.6922349,7/29/2003,0,529,36,M,,23682053
SampOD_6203_1,03013BPA,30385-ORDEQ,44.69402613,-118.6876312,7/30/2003,13,546,35,M,,23682075
SampOD_6196_1,05005HAB,32551-ORDEQ,44.66266581,-118.836598,7/12/2005,3.80952,558,58,M,,23682093
SampOD_6190_1,01004JDE,25399-ORDEQ,44.6539919,-118.7289613,7/17/2001,9.183673469,568,45,M,,23682121
SampOD_6198_1,01015JDE,25412-ORDEQ,44.67143422,-118.5444494,7/17/2001,10.47619048,476,56,M,,23682191
SampOD_6162_1,02046EMAP,25416-ORDEQ,44.62180533,-120.2098072,8/1/2002,18.0952381,491,53,M,EMAP DATA MIDGES TAKEN TO GENUS,23686082
SampOD_6235_1,02009EMAP,26926-ORDEQ,44.76823733,-119.9100459,7/9/2002,32.38095238,492,40,M,,23686222
SampOD_6290_1,03005EMAP,30414-ORDEQ,44.84519543,-119.591431,7/15/2003,39.04761905,483,29,M,,23686328
SampOD_6306_1,02010EMAP,26918-ORDEQ,44.85697833,-119.9686481,7/9/2002,56.84210526,500,41,M,,23686378
SampOD_6276_1,00027JDE,24430-ORDEQ,44.82251295,-120.1547242,8/9/2000,45.37815126,480,37,M,,23686432
SampOD_6345_1,01001PNE,25906-ORDEQ,44.90981206,-120.427917,7/11/2001,32.38095238,408,26,M,,23686448
SampOD_6350_1,01002PNE,25907-ORDEQ,44.91240173,-120.4050194,7/11/2001,23.80952381,484,32,M,,23686454
SampOD_6348_1,02016PC,25909-ORDEQ,44.91048728,-120.3740788,7/10/2002,19.04761905,549,33,M,,23686456
SampOD_6334_1,01005PNE,25910-ORDEQ,44.9014278,-120.331435,7/10/2001,56.38297872,167,37,M,,23686462
SampOD_6337_1,02043PC,25911-ORDEQ,44.90565654,-120.2758512,7/31/2002,45.71428571,620,38,M,,23686476
SampOD_6403_1,02037EMAP,26930-ORDEQ,44.99300392,-120.1969505,7/30/2002,92.38095238,606,44,M,,23686588
SampOD_6374_1,01022JDE,25428-ORDEQ,44.95421565,-120.1100336,7/25/2001,91.42857143,510,37,M,,23686612
SampOD_6471_1,00029JDE,24438-ORDEQ,45.09727851,-120.1016116,8/7/2000,7.619047619,550,34,M,,23686688
SampOD_6530_1,02011EMAP,26888-ORDEQ,45.1669286,-119.9519436,7/9/2002,4.854368932,498,42,M,,23687018
SampOD_6469_1,01002JDE,25397-ORDEQ,45.09644874,-119.6090613,7/23/2001,30.47619048,842,66,M,,23687140
SampOD_6408_1,01019JDE,25418-ORDEQ,44.99814395,-119.8028791,7/24/2001,20,523,50,M,,23688870
SampOD_6122_1,02047EMAP,26962-ORDEQ,44.5606072,-120.1750725,8/1/2002,36.19047619,567,43,M,,23689732
SampOD_6073_1,03016BPA,30398-ORDEQ,44.50298877,-120.3340125,7/31/2003,38,554,42,M,,23689808
SampOD_6119_1,03019EMAP,26967-ORDEQ,44.55839729,-121.6333401,8/13/2003,38.18181818,543,51,M,,23700991
SampOD_5902_1,02036EMAP,26948-ORDEQ,44.26856616,-119.9781008,7/30/2002,43.80952381,523,51,M,,23709077
SampOD_6553_1,01025JDE,25628-ORDEQ,45.20415473,-121.4176286,9/10/2001,58,522,41,M,,23718965
SampOD_6474_1,00028JDE,24437-ORDEQ,45.09811653,-121.5521085,9/14/2000,0.961538462,435,56,M,,23719387
SampOD_6369_1,00100REF,24066-ORDEQ,44.9417617,-121.4775887,9/11/2000,37.14285714,512,45,M,,23719471
SampOD_6224_1,00099REF,24058-ORDEQ,44.74723108,-121.6507742,9/12/2000,7.619047619,563,36,M,,23719653
SampOD_6523_1,00025JDE,24442-ORDEQ,45.14106476,-120.9673999,8/15/2000,0,496,51,M,,23719829
SampOD_6713_1,02018EMAP,26929-ORDEQ,45.30121625,-121.4494347,7/11/2002,13.33333333,464,57,M,,23720045
SampOD_6548_1,02008EMAP,26887-ORDEQ,45.1911437,-121.5484635,7/8/2002,10,536,43,M,,23720707
SampOD_6542_1,00024JDE,24432-ORDEQ,45.18497208,-121.6407759,8/14/2000,12.38095238,479,54,M,,23720751
SampOD_6263_1,00098REF,24044-ORDEQ,44.79537933,-121.7526127,9/13/2000,0,564,31,M,,23721863
SampOD_6588_1,01007JDE,25402-ORDEQ,45.24889511,-121.6601901,7/9/2001,9,651,66,M,,23722597
SampOD_6293_1,00012JDE,24441-ORDEQ,44.84555813,-121.0039321,8/15/2000,8.571428571,516,42,M,,23733029
SampOD_6718_1,00028REM,24455-ORDEQ,45.31538309,-121.8371826,8/28/2000,7.272727273,640,52,M,,23735951
SampOD_6801_1,00029REM,23905-ORDEQ,45.41599356,-122.099116,8/29/2000,0,607,26,M,,23735995
SampOD_6799_1,04029CSR,30354-ORDEQ,45.41097041,-121.9480751,8/3/2004,6.666666667,606,56,M,,23736007
SampOD_6854_1,00034REM,23907-ORDEQ,45.49467896,-122.0174173,9/7/2000,0,604,46,M,,23736037
SampOD_6858_1,04031CSR,31408-ORDEQ,45.50420989,-121.9290443,8/4/2004,0,675,50,M,,23736059
SampOD_6870_1,04041CSR,31389-ORDEQ,45.5108252,-122.1353998,8/12/2004,0,506,47,M,,23736107
SampOD_6976_1,04044CSR,30628-ORDEQ,45.62197045,-121.9520681,8/17/2004,0,701,45,M,,23736143
SampWA_6330_1,BIO06600-WASH04-DCE-2018-0808-09:36,BIO06600-WASH04,45.70816,-122.12436,8/8/2018,0,548,57,M,,23736213
SampWA_5621_1,WAM06600-009409-DCE-2014-0808-13:14,WAM06600-009409,45.763067,-122.124531,8/8/2014,0,529,61,M,,23736229
SampWA_5308_1,WAM06600-002305-DCE-2010-0708-08:22,WAM06600-002305,45.641725,-122.580771,7/8/2010,53.24675325,503,44,M,,23736321
SampOD_6869_1,04054CSR,31377-ORDEQ,45.510649,-122.2850538,8/25/2004,19.04761905,591,43,M,,23736411
SampWA_5548_1,WAM06600-006657-DCE-2010-0710-11:21,WAM06600-006657,45.666539,-122.33579,7/10/2010,3.463203463,485,58,M,,23736483
SampWA_5549_1,WAM06600-006673-DCE-2010-0709-09:44,WAM06600-006673,45.793699,-122.45336,7/9/2010,22.94372294,420,52,M,,23736539
SampOD_6874_1,03013CSR,30365-ORDEQ,45.52161313,-122.3883818,7/1/2003,11.42857143,532,17,M,,23737123
SampOD_6815_1,04046CSR,31359-ORDEQ,45.43937746,-121.884308,8/18/2004,0.952380952,536,40,M,,23737327
SampOD_6783_1,04035CSR,31393-ORDEQ,45.39362255,-122.2276265,8/9/2004,0.952380952,481,45,M,,23737337
SampOD_6775_1,03074CSR,30362-ORDEQ,45.38504869,-121.8482498,8/26/2003,0.952380952,569,40,M,,23737411
SampOD_6781_1,04066CSR,31803-ORDEQ,45.39128477,-121.8046895,9/29/2004,2.857142857,492,40,M,,23737433
SampOD_6765_1,04028CSR,31485-ORDEQ,45.3761635,-121.8500427,8/2/2004,0,564,43,M,,23737449
SampOD_6760_1,04032CSR,31480-ORDEQ,45.3718058,-121.777972,8/4/2004,12.38095238,605,31,M,,23737505
SampOD_6575_1,00036REM,23901-ORDEQ,45.2334662,-121.8807447,9/7/2000,0,555,50,M,,23737695
SampWA_6085_1,BIO06600-JOHN04-DCE-2018-0925-13:51,BIO06600-JOHN04,46.51819,-121.59935,9/25/2018,0,561,46,M,,23744078
SampWA_6246_1,BIO06600-SUMM04-DCE-2019-0709-10:00,BIO06600-SUMM04,46.70292,-121.48184,7/9/2019,0,584,63,M,,23744220
SampWA_6095_1,SEN06600-LAUG07-DCE-2014-0806-11:00,SEN06600-LAUG07,46.75517,-121.54043,8/6/2014,0.865800866,536,74,M,,23744846
SampWA_5207_1,WAM06600-001405-DCE-2014-0815-10:35,WAM06600-001405,46.563801,-121.699782,8/15/2014,0,511,48,M,,23745334
SampOD_5562_1,02094CSR,26807-ORDEQ,43.64683014,-122.504203,8/27/2002,0,365,49,M,,23751978
SampOD_5495_1,01110CSR,25288-ORDEQ,43.47222354,-122.2343277,8/21/2001,0.952380952,476,49,M,,23752148
SampOD_5529_1,01109CSR,25287-ORDEQ,43.59340733,-122.2969759,8/9/2001,0,732,53,M,,23752246
SampOD_5579_1,00020REM,23912-ORDEQ,43.71523449,-122.1771307,8/30/2000,56,422,47,M,,23752400
SampOD_5624_1,00019REM,23909-ORDEQ,43.81856804,-122.3027633,8/29/2000,0,237,35,M,,23752438
SampOD_5665_1,00022REM,23921-ORDEQ,43.8878423,-122.2885078,8/28/2000,5.454545455,591,45,M,,23752496
SampOD_5649_1,00021REM,23925-ORDEQ,43.862857,-122.133985,8/28/2000,5,507,47,M,,23752538
SampOD_5654_1,03079CSR,29997-ORDEQ,43.86611421,-122.5832366,8/27/2003,1.904761905,544,41,M,,23752616
SampOD_5671_1,00023REM,21883-ORDEQ,43.90113268,-122.608685,8/29/2000,5.454545455,542,46,M,,23752624
SampOD_5706_1,03043CSR,29998-ORDEQ,43.98299766,-122.4735504,8/4/2003,0,574,41,M,,23752668
SampOD_5724_1,00002REM,23920-ORDEQ,44.02343941,-122.6018309,7/11/2000,1.886792453,658,45,M,,23752698
SampOD_5617_1,01105CSR,25284-ORDEQ,43.79795482,-122.1379974,8/7/2001,5.454545455,293,42,M,,23752772
SampOD_5553_1,00015REM,23904-ORDEQ,43.62620109,-122.3156272,8/23/2000,0,294,40,M,,23752790
SampOD_5699_1,02124CSR,26870-ORDEQ,43.95936809,-122.5756143,9/18/2002,2.857142857,522,58,M,,23752942
SampOD_5628_1,00017REM,23900-ORDEQ,43.82873461,-122.6766491,8/23/2000,1.818181818,575,52,M,,23753160
SampOD_5610_1,01104CSR,25283-ORDEQ,43.77962563,-122.2646994,8/8/2001,0,162,52,M,,23753392
SampOD_5602_1,03071CSR,29876-ORDEQ,43.75721153,-122.3776238,8/25/2003,0,389,49,M,,23753436
SampOD_5573_1,01106CSR,25285-ORDEQ,43.6856584,-122.1945824,8/6/2001,4.761904762,675,41,M,,23753574
SampOD_5545_1,03073CSR,29879-ORDEQ,43.61980466,-122.1888301,8/26/2003,0.952380952,521,46,M,,23753686
SampOD_5514_1,00014REM,23918-ORDEQ,43.56538846,-122.4863892,8/22/2000,0,180,36,M,,23753712
SampOD_5511_1,00001WSE,24412-ORDEQ,43.55436247,-122.2049825,8/21/2000,0.952380952,561,63,M,,23753746
SampOD_5540_1,06011CSR,33860-ORDEQ,43.60762796,-123.0805061,9/13/2006,16.36364,547,40,M,,23759340
SampOD_5535_1,01092CSR,25365-ORDEQ,43.6002144,-122.8742141,8/29/2001,6,442,53,M,,23759414
SampOD_5517_1,01108CSR,25286-ORDEQ,43.57786207,-122.6960631,8/22/2001,0,674,34,M,,23759504
SampOD_5582_1,00018REM,23914-ORDEQ,43.73049837,-122.6912314,8/21/2000,1.818181818,535,42,M,,23759566
SampOD_5592_1,05011CSR,21839-ORDEQ,43.7397222,-122.8911548,8/31/2005,0.95238,553,47,M,MIDGES TO GENUS,23759692
SampOD_5666_1,02068REF,29030-ORDEQ,43.89033239,-122.9491487,8/13/2002,5.714285714,492,63,M,,23759792
SampOD_5551_1,02095CSR,26808-ORDEQ,43.62487833,-122.7712064,8/28/2002,0.952380952,486,48,M,,23760136
SampOD_5530_1,03028EMAP,30401-ORDEQ,43.5951106,-123.0844849,9/17/2003,21.9047619,576,73,M,,23760162
SampOD_5546_1,00006CSR,23857-ORDEQ,43.62084445,-122.6784788,6/27/2000,0,539,42,M,,23760184
SampOD_5519_1,00007CSR,23852-ORDEQ,43.57920093,-122.8407989,6/28/2000,9.090909091,507,49,M,,23760226
SampOD_5523_1,00016REM,23924-ORDEQ,43.5884208,-122.7104523,8/22/2000,0,153,30,M,,23760234
SampOD_5576_1,01032WSE,25375-ORDEQ,43.70049613,-122.8490517,8/23/2001,14.73684211,542,59,M,,23760306
SampOD_6229_1,06018CSR,33858-ORDEQ,44.7599151,-123.3779505,8/30/2006,34,631,35,M,,23762735
SampOD_6150_1,03022CSR,29869-ORDEQ,44.6104778,-123.5375537,6/23/2003,44.76190476,635,38,M,,23762921
SampOD_6039_1,03054CSR,29875-ORDEQ,44.44170773,-123.3197315,8/18/2003,49.52380952,569,13,M,,23762973
SampOD_5888_1,00004CSR,23859-ORDEQ,44.26553848,-123.3942898,6/28/2000,9.090909091,610,49,M,,23763103
SampOD_5787_1,07008OPR,12509-ORDEQ,44.13879583,-123.4393783,8/27/2007,18,564,30,M,,23763169
SampOD_5845_1,00086CSR,23865-ORDEQ,44.19881845,-123.4702763,9/6/2000,27.61904762,524,51,M,,23763181
SampOD_5930_1,01103CSR,25282-ORDEQ,44.31701583,-123.0768755,8/27/2001,15.23809524,589,27,M,,23763495
SampOD_5973_1,01096CSR,25276-ORDEQ,44.36312128,-122.9531987,7/31/2001,62.85714286,171,29,M,,23763577
SampOD_5997_1,06051CSR,33505-ORDEQ,44.39318931,-122.9904033,7/26/2006,5.82524,594,47,M,,23763585
SampOD_5870_1,03131CSR,29985-ORDEQ,44.23571378,-122.4619954,10/6/2003,2.857142857,567,37,M,,23763655
SampOD_6054_1,06020CSR,33892-ORDEQ,44.46620115,-123.1972237,9/11/2006,34.14634,169,19,M,,23763753
SampOD_6047_1,02119CSR,26798-ORDEQ,44.45118892,-123.3654199,9/11/2002,54.28571429,504,25,M,,23763771
SampOD_6110_1,02097CSR,26799-ORDEQ,44.54970028,-123.534061,8/28/2002,43.80952381,515,49,M,,23763897
SampOD_6149_1,06024CSR,33506-ORDEQ,44.61047612,-123.0621967,7/27/2006,61.90476,569,18,M,,23763901
SampOD_6210_1,00017CSR,23866-ORDEQ,44.70753881,-123.2988013,7/5/2000,9,620,47,M,,23764431
SampOD_6147_1,02087REF,29029-ORDEQ,44.59943713,-123.3488603,8/22/2002,3.80952381,544,38,M,,23764639
SampOD_6111_1,06034CSR,33521-ORDEQ,44.550333,-123.292263,7/31/2006,72.38095,614,22,M,,23764723
SampOD_5986_1,01117CSR,25782-ORDEQ,44.37940922,-123.4332968,8/1/2001,1.904761905,437,50,M,,23764977
SampOD_5928_1,06032CSR,33520-ORDEQ,44.31025053,-123.2970707,7/31/2006,56.19048,578,33,M,,23765089
SampOD_5685_1,02064REF,29026-ORDEQ,43.93192133,-123.30033,8/12/2002,11.42857143,519,38,M,,23765565
SampOD_5689_1,01102CSR,25281-ORDEQ,43.9411012,-123.1781768,8/28/2001,69.52380952,193,40,M,,23765567
SampOD_5775_1,02078REF,29031-ORDEQ,44.1197544,-122.5252044,8/15/2002,0,581,51,M,,23772895
SampOD_5700_1,02101CSR,26805-ORDEQ,43.95978866,-122.0568432,9/3/2002,1.904761905,544,46,M,,23773113
SampOD_5697_1,02104CSR,26806-ORDEQ,43.95505179,-121.9860301,9/4/2002,20,527,45,M,,23773125
SampOD_5731_1,00010REM,23926-ORDEQ,44.04193274,-122.1950818,8/23/2000,0,557,38,M,,23773153
SampOD_5865_1,00051CSR,23867-ORDEQ,44.2320598,-122.158932,7/13/2000,0,544,41,M,,23773417
SampOD_5856_1,02093CSR,26809-ORDEQ,44.21298686,-122.1144796,8/27/2002,0,569,36,M,,23773419
SampOD_5872_1,03047CSR,29864-ORDEQ,44.23807651,-122.2419667,8/7/2003,0,580,43,M,,23773431
SampOD_5901_1,00007REM,23910-ORDEQ,44.2678586,-122.2008452,8/23/2000,1.818181818,555,37,M,,23773435
SampOD_5836_1,03134CSR,30746-ORDEQ,44.19063496,-122.7656931,10/7/2003,9.523809524,582,32,M,,23773537
SampOD_5837_1,02082CSR,26864-ORDEQ,44.19119632,-122.6938859,8/20/2002,12.38095238,564,47,M,,23773549
SampOD_5882_1,02088CSR,21833-ORDEQ,44.25923283,-122.7347892,8/22/2002,5.714285714,579,44,M,,23773571
SampOD_5864_1,02086CSR,26866-ORDEQ,44.23016772,-122.8805496,8/21/2002,4.761904762,509,48,M,,23773593
SampOD_5839_1,01089CSR,25363-ORDEQ,44.19591333,-122.9458994,9/19/2001,7.619047619,714,50,M,,23773611
SampOD_5720_1,00008REM,23903-ORDEQ,44.01672239,-122.1513791,8/22/2000,0,250,34,M,,23773687
SampOD_5859_1,02091CSR,26865-ORDEQ,44.21824728,-122.8395728,8/26/2002,16.19047619,501,46,M,,23773693
SampOD_5709_1,03044CSR,29878-ORDEQ,43.98990842,-122.2101358,8/6/2003,0,593,57,M,,23773711
SampOD_5875_1,01090CSR,25364-ORDEQ,44.25451333,-122.08108,9/18/2001,1.941747573,1197,54,M,,23773967
SampOD_5778_1,00009REM,23916-ORDEQ,44.12668221,-122.2550338,8/21/2000,0,583,43,M,,23774321
SampOD_5694_1,02108EMAP,26952-ORDEQ,43.9513024,-122.1162691,9/5/2002,0.909090909,508,45,M,,23774807
SampOD_6179_1,01094CSR,25274-ORDEQ,44.63628372,-122.1129486,7/31/2001,0,496,40,M,,23780561
SampOD_6128_1,00071CSR,23851-ORDEQ,44.56986263,-122.0001964,8/1/2000,1.904761905,513,41,M,,23780641
SampOD_6247_1,06002CSR,33859-ORDEQ,44.78273346,-122.0447271,8/29/2006,0,608,40,M,,23780717
SampOD_6237_1,00031REM,23911-ORDEQ,44.76927487,-121.9384124,8/30/2000,0,506,33,M,,23780733
SampOD_6225_1,00032REM,23908-ORDEQ,44.74863267,-122.1559283,8/28/2000,0,669,34,M,,23780793
SampOD_6304_1,03085CSR,23849-ORDEQ,44.85317973,-122.2900595,9/3/2003,0,539,41,M,,23780863
