site.id,cal.val,MWMT_final,eco3,lat,long,slope_nhd,ws.area_km2,elev_m,IWI,PctForCat,PctForWs
USU_0964,primary,10.99,Coast Range,47.8534,-123.00612,4.39415,19.6677,908.5847001,0.874090138,80.24180719,79.25227658
PSSB_0168,primary,18.93,Puget Lowland,48.011202,-123.002596,3.73673,40.9356,279.0645304,0.792525202,72.00736648,79.28942046
WAECY_0219,primary,24.44,Puget Lowland,46.6428,-123.00246,0.049325,1133.6625,61.68804177,0.72006958,4.078624079,50.68405279
ORDEQ_0950,primary,22.81,Willamette Valley,44.9761142,-123.0016294,1.267139,12.7341,51.17745763,0.380236944,0,0
USU_0967,primary,18.03,Cascades,43.056769,-122.998498,5.512033,20.9835,704.9862342,0.841967547,88.95560798,88.95560798
USU_0968,primary,20.66,Klamath Mountains/California High North Coast Range,42.61108568,-122.9967081,10.264816,8.1432,894.2904637,0.863262822,73.94184763,72.6127321
USU_0969,primary,20.06,Klamath Mountains/California High North Coast Range,42.6166601,-122.9939766,10.264816,8.1432,894.2904637,0.863262822,73.94184763,72.6127321
FW08WA037,primary,18.36,Coast Range,46.27821517,-122.9933585,3.617798,22.4595,235.094959,0.837573914,73.63857093,65.67020637
USGS_031,primary,23.27,Willamette Valley,44.84123201,-122.9917606,0.641679,29.5776,146.773023,0.206812435,26.82143739,17.45679163
USU_0970,primary,17.2,Cascades,43.3571,-122.9917,4.893097,11.88,482.3154187,0.826957955,85.13129879,76.78030303
ORDEQ_0671,primary,26.02,Willamette Valley,44.39318931,-122.9904033,0.160756,410.2749,101.2565354,0.476064185,2.092859655,51.60366866
USU_0973,primary,26.16,Klamath Mountains/California High North Coast Range,42.9325,-122.99,0.790585,1412.7165,455.8927444,0.826548451,72.9501268,84.06075104
USU_0974,primary,20.33,Klamath Mountains/California High North Coast Range,42.9556,-122.9875,2.786803,45.9054,564.7156864,0.843657478,73.31165952,85.3487825
USU_0975,primary,11.99,Coast Range,47.81234,-122.98741,4.589564,37.5174,787.7745429,0.884981356,90.94761171,74.67734971
USU_0977,primary,12.62,Coast Range,47.78984739,-122.9836247,6.186968,67.9608,569.9989424,0.879458465,89.22356091,77.85517534
USGS_032,primary,24.15,Willamette Valley,45.29261783,-122.9828789,0.162624,103.7835,52.46711671,0.220188957,6.845733302,23.46615792
ORRF-0105,primary,23.86,Willamette Valley,43.96473417,-122.9824134,0.118925,1660.6071,177.6683164,0.679478602,19.8459923,65.07715763
WAECY_0122,primary,19.18,Puget Lowland,46.304798,-122.978391,0.741803,33.9264,79.79690554,0.905893241,79.15309446,77.04796265
USU_0979,primary,23.02,Klamath Mountains/California High North Coast Range,42.59654845,-122.9783154,0.983547,112.7907,675.864539,0.778421879,41.369606,67.4696584
ORDEQ_0198,primary,20.42,Cascades,43.14680173,-122.9747645,2.60936,65.7945,572.8747556,0.831867668,95.66666667,86.93933383
WWAP99-0520,primary,14.91,Coast Range,47.74267,-122.97348,6.503968,14.139,600.4733921,0.893050185,88.37209302,80.04455761
USU_0982,primary,18.52,Klamath Mountains/California High North Coast Range,42.70620004,-122.9731365,9.995364,5.0688,1090.586726,0.829491124,77.39701705,77.39701705
USU_0983,primary,20.14,Cascades,43.3161,-122.9714,0.001,2295.9351,432.773252,0.829306103,86.86779059,85.46400114
USU_0985,primary,19.03,Klamath Mountains/California High North Coast Range,42.70227155,-122.965446,9.995364,5.0688,1090.586726,0.829491124,77.39701705,77.39701705
USGS_033,primary,22.17,Willamette Valley,45.30525,-122.9651111,0.714965,9.5895,62.12210899,0.183764523,0,7.526982637
WAECY_0528,primary,13.14,Puget Lowland,47.937425,-122.963867,7.751872,6.2892,494.3080316,0.890965247,93.9854192,91.95764167
ORDEQ_0089,primary,20.71,Klamath Mountains/California High North Coast Range,42.69096573,-122.9635675,2.20694,23.2236,893.3739249,0.842521752,88.72767857,76.82917377
PSSB_0171,primary,15.84,Puget Lowland,47.566967,-122.963567,1.107205,16.1532,71.67930314,0.869570165,70.73170732,55.58836639
WAECY_0155,primary,19.33,Puget Lowland,46.397653,-122.962552,0.082793,255.4056,102.1778984,0.61570149,28.92777364,46.09914583
USU_0988,primary,20.94,Klamath Mountains/California High North Coast Range,42.67992699,-122.960149,3.184826,27.2898,863.9433415,0.845053332,80.15484923,77.38275839
ORR9-0912,primary,20.54,Willamette Valley,45.48478,-122.9599,0.023828,1222.0281,46.12580682,0.364419678,10.9469697,38.83373877
USU_0989,primary,16.8,Puget Lowland,47.5238,-122.9568,0.731746,7.7769,128.7887162,0.861059693,15.02183406,55.76900822
ORDEQ_0649,primary,23.69,Willamette Valley,44.36312128,-122.9531987,0.868068,29.8413,232.9776192,0.469672969,48.14961409,58.0420424
USU_0991,primary,16.78,Cascades,43.15673,-122.95244,9.105763,3.4101,916.0482792,0.845373187,93.92979678,93.92979678
WAECY_0446,primary,15.61,Puget Lowland,47.56505555,-122.951465,2.275929,13.2948,89.62572118,0.864281542,57.59768452,51.73300839
ORDEQ_0265,primary,17.22,Cascades,43.37208737,-122.9514413,13.835864,3.9114,612.3872388,0.837793071,96.64058905,96.64058905
ORDEQ_1367,primary,20.84,Coast Range,45.96205472,-122.9492237,0.964362,20.0637,145.6628336,0.66733538,45.40528336,57.35432647
ORDEQ_0426,primary,18.49,Cascades,43.89033239,-122.9491487,11.244017,4.8474,538.0824359,0.893274064,61.97549202,61.97549202
ORDEQ_0252,primary,19.75,Cascades,43.31100141,-122.9483191,3.354577,13.5558,400.1230732,0.849589744,82.11252654,83.78701368
ORDEQ_0147,primary,19.34,Cascades,42.93643563,-122.9477718,10.278764,5.607,678.1837929,0.825129746,66.62921348,66.62921348
USU_0996,primary,17.32,Cascades,43.2257,-122.9465,6.607832,23.1831,584.144292,0.829535694,83.67666232,89.57645871
ORDEQ_0556,primary,17.2,Cascades,44.19591333,-122.9458994,11.7686,5.1849,691.8496494,0.875071493,44.78389169,44.78389169
PSSB_0174,primary,15.15,Puget Lowland,47.580383,-122.945833,3.897388,3.4452,101.3895846,0.922001429,63.50574713,63.50574713
USU_0998,primary,17.31,Klamath Mountains/California High North Coast Range,42.74476988,-122.9454823,7.181866,9.1008,1126.893263,0.847943551,81.95213608,81.95213608
ORRO-1060,primary,22.01,Willamette Valley,45.46216,-122.9433,0.001,1455.6438,48.27447949,0.318632283,1.062265076,34.57513438
USU_0999,primary,15.05,Cascades,43.11783,-122.94283,9.7434,3.996,983.021205,0.834574315,94.21171171,94.21171171
USU_1000,primary,14.96,Cascades,43.10951,-122.94078,9.899639,4.6836,1104.910436,0.824032451,77.84396618,77.84396618
USU_1002,primary,24.46,Klamath Mountains/California High North Coast Range,42.32802,-122.93896,0.91968,34.335,426.4025486,0.633099321,0,50.5242464
USU_1004,primary,16.59,Cascades,43.14425,-122.93728,10.48724,8.6112,964.8795788,0.826751365,87.97031773,87.97031773
USU_1007,primary,20.17,Klamath Mountains/California High North Coast Range,42.86742,-122.9367,3.516846,33.0471,703.0311876,0.846070119,77.28973483,88.34390915
USU_1009,primary,19.94,Klamath Mountains/California High North Coast Range,42.86082,-122.9363,3.516846,33.0471,703.0311876,0.846070119,77.28973483,88.34390915
FW08OR055,primary,19.7,Coast Range,45.73065392,-122.9295914,2.831928,8.5779,150.3232694,0.799641154,56.19482496,54.44339524
USU_1014,primary,18.89,Cascades,42.70265568,-122.9266732,8.733149,5.6637,777.0119543,0.84932739,72.82078103,72.38201176
ORDEQ_1344,primary,21.81,Coast Range,45.88992493,-122.9243713,0.182429,35.208,135.6745386,0.868988795,55.11850731,61.54907975
USU_1016,primary,23.26,Klamath Mountains/California High North Coast Range,42.8901,-122.9227,1.55147,186.2991,415.0965854,0.844077557,29.26829268,78.25496742
USU_1017,primary,15.33,Cascades,43.14916,-122.91991,8.884219,3.5568,1078.468133,0.819282806,85.75404858,85.75404858
WAECY_0157,primary,20.31,Puget Lowland,46.416053,-122.919345,0.358974,93.3066,49.22860294,0.501587694,71.32352941,30.15895982
WAECY_0404,primary,14.97,Puget Lowland,47.423735,-122.913997,2.516193,5.0076,95.44294627,0.84153178,81.60291439,71.72897196
PSSB_0180,primary,15.87,Puget Lowland,47.608833,-122.9098,3.128509,4.3578,81.59478379,0.884698836,90.06622517,82.44527055
USGS_034,primary,21.67,Willamette Valley,45.52372768,-122.9092692,0.139833,68.103,61.26809849,0.199276609,0.813434794,25.2649663
USU_1022,primary,14.8,Cascades,43.1415,-122.90632,8.884219,3.5568,1078.468133,0.819282806,85.75404858,85.75404858
USGS_035,primary,23.53,Willamette Valley,45.52082222,-122.9021028,0.063049,97.8903,56.26823512,0.424363493,0.406386067,8.97055173
WAECY_0156,primary,19.88,Puget Lowland,46.412071,-122.899601,0.059925,4002.7257,45.89528181,0.776385991,14.58282058,68.86060916
USU_1023,primary,14.82,Cascades,43.14666,-122.8971,8.470827,5.8104,1241.964517,0.824377969,76.44052045,76.44052045
ORRO-1062,primary,18.7,Willamette Valley,44.06054,-122.8951,0.207036,2849.5971,169.7436776,0.778127865,37.15365239,79.21691456
USGS_038,primary,21.58,Willamette Valley,45.52930556,-122.89475,0.139833,68.103,61.26809849,0.199276609,0.813434794,25.2649663
USU_1024,primary,20.65,Cascades,43.256,-122.89404,4.762013,32.0373,691.579509,0.823848617,77.6203966,80.81860831
ORDEQ_0365,primary,18.59,Cascades,43.7397222,-122.8911548,9.244704,7.9092,556.2863621,0.868138613,80.47337278,80.47337278
ORDEQ_1168,primary,22.73,Willamette Valley,45.47148051,-122.8911225,3.013476,2.6163,92.24162367,0.26539726,11.66150671,11.66150671
USU_1027,primary,18.49,Cascades,43.4519,-122.8905,2.919856,39.2733,738.584589,0.825442353,83.98306973,72.05124092
WAECY_0136,primary,21.77,Puget Lowland,46.335782,-122.889108,0.001,1318.6269,82.75567464,0.774785346,40.56362084,47.56661646
ORDEQ_1290,primary,18.21,Coast Range,45.6951685,-122.8855419,11.621219,1.6497,200.9799454,0.775981871,48.5542826,48.5542826
USU_1030,primary,14.89,Cascades,43.0724,-122.8845,13.66336,5.0517,948.8617139,0.831476314,93.06965972,93.06965972
WAECY_0078,primary,24.85,Puget Lowland,46.141562,-122.884497,0.001,327.3471,48.65490142,0.790095238,18.60106292,58.70905837
WAECY_0286,primary,16.9,Puget Lowland,46.995385,-122.881906,0.625224,408.5118,51.74081324,0.516990892,6.308261009,44.73256342
USGS_039,primary,23.66,Willamette Valley,45.76178089,-122.881493,0.138586,66.1752,43.41898738,0.774575194,9.079716836,53.89511479
USU_1031,primary,15.58,Puget Lowland,47.5152,-122.881,0.682885,32.3658,141.257423,0.801713198,68.63607794,58.7008509
USGS_040,primary,21.6,Willamette Valley,44.17580556,-122.8807222,1.540302,40.9869,257.6012553,0.71463355,33.09599156,45.80487912
ORDEQ_0572,primary,17.55,Cascades,44.23016772,-122.8805496,4.844116,10.2654,384.7018328,0.849306136,63.93581081,76.63510433
PSSB_0186,primary,15.64,Puget Lowland,47.6213,-122.8768,0.572311,14.7492,54.63003488,0.91111272,73.02325581,79.26531608
PSSB_0189,primary,15.32,Puget Lowland,47.614,-122.875167,1.794915,8.5608,111.3826117,0.894602316,86.84104628,79.86753574
ORDEQ_0325,primary,21.48,Cascades,43.6002144,-122.8742141,1.269026,75.5757,499.1938398,0.831501039,97.52650177,88.09498291
USU_1034,primary,19.48,Cascades,43.2572,-122.87414,7.815615,27.3906,774.0727406,0.82196125,88.92907374,80.45278307
USU_1035,primary,21.18,Cascades,43.59134431,-122.8715226,0.939169,70.8588,465.9296701,0.830556787,93.81443299,87.49047401
USU_1036,primary,24.74,Cascades,42.6886,-122.8672,0.895598,49.9248,592.4657197,0.851347248,81.47268409,73.27660802
USU_1037,primary,17.61,Klamath Mountains/California High North Coast Range,42.13076,-122.86685,5.178579,35.3601,1144.978946,0.871591532,47.24708865,62.34569472
USU_1041,primary,14.68,Cascades,43.3449,-122.861,13.170058,9.0711,911.0254757,0.84644872,80.49409664,80.49409664
WAECY_0413,primary,15.49,Puget Lowland,47.47044,-122.859862,2.037735,6.6249,93.90211486,0.83898497,67.7301732,62.36924331
USGS_041,primary,21.9,Willamette Valley,45.37484043,-122.8564876,0.379064,41.3613,51.34829064,0.242606112,9.704433498,27.59318493
USU_1043,primary,25.63,Cascades,42.6828,-122.8554,1.04408,54.6561,574.073872,0.851526685,60.77235772,73.4360849
USU_1044,primary,15.33,Cascades,43.33548,-122.853,13.170058,9.0711,911.0254757,0.84644872,80.49409664,80.49409664
USU_1045,primary,16,Cascades,43.58899723,-122.8516949,14.410933,3.1212,685.3883218,0.84973398,97.11649366,97.11649366
USU_1046,primary,17.83,Cascades,43.25863,-122.85155,7.84369,21.3975,1030.421739,0.815858696,91.767709,77.98948475
USGS_042,primary,24.94,Willamette Valley,44.97039864,-122.8500916,0.107741,66.0087,61.85432123,0.18358444,1.541521631,6.904544401
ORDEQ_0358,primary,21.38,Cascades,43.70049613,-122.8490517,2.609209,10.5417,436.2605288,0.865375211,66.26506024,67.25860155
USU_1048,primary,17.59,Cascades,43.53688509,-122.8480106,6.9795,9.1062,713.5265965,0.838563925,96.71440607,85.23423601
USU_1053,primary,17.18,Cascades,43.32163,-122.841,13.170058,9.0711,911.0254757,0.84644872,80.49409664,80.49409664
ORDEQ_0314,primary,16.31,Cascades,43.57920093,-122.8407989,5.614083,9.2403,642.3078056,0.831711883,95.85849871,92.19830525
ORDEQ_0567,primary,19.32,Cascades,44.21824728,-122.8395728,1.274775,45.7074,427.5743857,0.78803263,78.75781755,77.47213799
ORDEQ_0989,primary,26.15,Willamette Valley,45.06859723,-122.8395286,0.001,552.3786,46.17426649,0.283213209,3.903095559,31.76337751
WAECY_0047,primary,20.46,Puget Lowland,46.043931,-122.839048,0.219613,521.9028,75.09921125,0.829172227,42.91230006,66.45358101
ORDEQ_1204,primary,21.76,Willamette Valley,45.53260551,-122.8389548,0.522107,12.9555,73.9912617,0.406002844,0.13024013,0.555748524
ORDEQ_0985,primary,26.15,Willamette Valley,45.0636308,-122.8384425,0.024634,524.1159,48.91321713,0.289750132,2.888446215,33.42674779
USU_1056,primary,15.5,Puget Lowland,47.6233,-122.838,2.148895,6.624,77.0898017,0.870348178,82.62511804,83.79076087
PSSB_0191,primary,17.24,Puget Lowland,47.5927,-122.8375,0.373502,14.0274,151.9917407,0.800014908,62.22357476,63.98049532
WAECY_0456,primary,15.8,Puget Lowland,47.62811,-122.83717,1.571693,13.9275,94.82420385,0.846216917,70.58823529,79.65751212
PSSB_0195,primary,16.19,Puget Lowland,47.6344,-122.8363,1.571693,13.9275,94.82420385,0.846216917,70.58823529,79.65751212
USGS_043,primary,22.92,Willamette Valley,44.20126667,-122.8360667,0.274064,207.2979,212.1082195,0.785120448,30.50999105,65.15319258
WAECY_0408,primary,14.97,Puget Lowland,47.434662,-122.834787,6.487408,0.6615,60.79466667,0.656925,61.36054422,61.36054422
ORDEQ_1327,primary,22.75,Willamette Valley,45.8457968,-122.8313974,1.164431,23.6502,35.45893323,0.47219308,3.879149571,37.05000381
WAECY_0213,primary,21.51,Puget Lowland,46.608514,-122.830522,0.259215,134.8047,125.2119472,0.708470101,29.21581242,41.05272294
USGS_044,primary,25.85,Willamette Valley,45.0628983,-122.8303702,0.024634,524.1159,48.91321713,0.289750132,2.888446215,33.42674779
ORDEQ_0685,primary,20.53,Willamette Valley,44.41375097,-122.8302291,8.580742,2.4849,336.6970373,0.695395391,45.20101413,45.20101413
ORS9-0936,primary,17.66,Cascades,43.10118,-122.8297,10.329099,8.3889,961.3810214,0.814711297,85.44147624,85.44147624
ORDEQ_0266,primary,16.07,Cascades,43.38072288,-122.8285913,13.764864,1.6272,827.5808186,0.851512245,75.55309735,75.55309735
USU_1059,primary,17.51,Cascades,43.25065971,-122.8283223,7.84369,21.3975,1030.421739,0.815858696,91.767709,77.98948475
WAECY_0030,primary,22.1,Puget Lowland,45.979303,-122.827373,0.672131,12.474,69.8578295,0.472129708,14.22594142,55.23088023
PSSB_0197,primary,14.36,Puget Lowland,47.555169,-122.826565,2.461942,5.8941,326.9176149,0.896492702,72.91189495,72.91189495
USU_1061,primary,20.77,Cascades,43.0742,-122.8234,2.051374,34.0821,748.3803645,0.82240751,89.4191344,82.55037102
PSSB_0198,primary,17.36,Puget Lowland,47.5996,-122.8232,1.484811,24.0408,167.7269977,0.77839024,75.62573099,67.61380653
USGS_045,primary,22.03,Willamette Valley,45.10039816,-122.8217596,0.23589,40.6125,50.99809662,0.157469729,2.608695652,1.737396122
ORSS-1173,primary,18.55,Cascades,43.841,-122.8208,8.627135,6.1749,600.0049031,0.850378463,85.80381869,85.80381869
USU_1062,primary,20.55,Cascades,43.08004,-122.82,2.051374,34.0821,748.3803645,0.82240751,89.4191344,82.55037102
USGS_046,primary,21.36,Willamette Valley,44.11565,-122.819925,1.79194,26.5266,337.090675,0.767178345,51.17511928,56.25296872
WAECY_0399,primary,15.05,Puget Lowland,47.407309,-122.818588,1.638095,36.9072,4.304545455,0.857191727,24.24242424,63.91923527
ORDEQ_0188,primary,20.67,Cascades,43.09457153,-122.8185312,2.051374,34.0821,748.3803645,0.82240751,89.4191344,82.55037102
WAECY_0427,primary,14.23,Puget Lowland,47.518879,-122.817303,2.712482,3.1311,171.7250992,0.775542194,34.8663409,34.8663409
USU_1064,primary,21.31,Cascades,43.05239,-122.8168,1.786541,72.9621,692.122875,0.823692629,93.66699061,86.69651778
USU_1065,primary,20.49,Cascades,43.0904,-122.8167,2.051374,34.0821,748.3803645,0.82240751,89.4191344,82.55037102
FW08OR060,primary,20.29,Willamette Valley,44.77924123,-122.816474,0.747787,1783.9494,124.668046,0.723616546,14.94252874,76.45994331
ORDEQ_1027,primary,21.38,Willamette Valley,45.18599471,-122.81389,0.148142,38.6352,52.08776083,0.15950776,3.020374731,1.313827805
ORR9-0905,primary,22.98,Willamette Valley,44.49071,-122.8137,0.258457,1640.3508,134.2391002,0.751380009,47.53820034,69.36544915
USU_1067,primary,20.13,Willamette Valley,44.780006,-122.813527,0.062086,1780.5663,127.2741996,0.740622867,2.079002079,76.59910221
WAECY_0171,primary,19.56,Puget Lowland,46.454387,-122.813239,0.259919,3759.1326,75.2144676,0.782818629,20.10111843,70.08732014
USGS_047,primary,22.27,Willamette Valley,43.86984733,-122.8103481,0.647166,83.3841,448.5366701,0.778731485,55.09499136,82.89565996
FW08WA041,primary,24.18,Willamette Valley,45.9140259,-122.8096803,0.001,612070.6671,1.304315992,0.52188086,0,37.51365466
USGS_082,primary,19.87,Puget Lowland,47.06342958,-122.8084687,0.611853,62.9028,54.90009741,0.559563772,26.65161176,22.38310536
USGS_048,primary,21.83,Willamette Valley,45.216231,-122.8064835,0.167303,33.6123,52.39515539,0.176108673,7.861060329,1.502128685
PSSB_0201,primary,16.91,Puget Lowland,47.271067,-122.805943,1.757039,3.6801,55.13771607,0.825896953,82.88788615,81.31572512
USU_1070,primary,15.22,Cascades,43.242,-122.80495,12.656299,9.2601,1164.107709,0.805729558,85.45347468,77.14063563
WAECY_0299,primary,19.98,Puget Lowland,47.061007,-122.804292,0.611853,62.9028,54.90009741,0.559563772,26.65161176,22.38310536
USGS_049,primary,23.29,Willamette Valley,44.88928828,-122.7992563,0.962244,14.7312,200.534376,0.194299636,4.731660845,3.3785435
USU_1071,primary,16.41,Cascades,43.3108,-122.797,16.395341,2.5038,764.4628001,0.829857552,96.47735442,96.47735442
USGS_050,primary,24.83,Willamette Valley,45.00908333,-122.7964722,0.715105,128.5695,112.653184,0.463150552,15.1268957,57.0466557
ORDEQ_0944,primary,23.48,Willamette Valley,44.96585466,-122.7961065,1.078298,65.1969,101.4845708,0.263661695,3.357664234,18.16098618
WAECY_0430,primary,13.96,Puget Lowland,47.52892,-122.79398,4.724949,3.3777,162.0034418,0.861900058,79.22350472,82.5472955
PSSB_0204,primary,15.15,Puget Lowland,47.5119,-122.7917,0.875642,19.0611,75.85300099,0.788570454,46.39684107,75.55597526
ORDEQ_0927,primary,22.24,Willamette Valley,44.92448679,-122.7915716,2.001521,7.6095,191.6373755,0.180694457,4.648137197,4.648137197
WAECY_0457,primary,18.07,Puget Lowland,47.628771,-122.791571,1.106009,34.9353,107.1182598,0.797634386,82.18390805,71.99938171
USU_1078,primary,19.52,Cascades,43.2153,-122.7862,2.734271,54.8325,899.556086,0.795665414,77.3791251,84.42018876
USGS_083,primary,18.42,Puget Lowland,47.64064868,-122.7851527,1.106009,34.9353,107.1182598,0.797634386,82.18390805,71.99938171
ORDEQ_0181,primary,24.67,Cascades,43.071623,-122.7828247,1.22417,90.2943,682.334041,0.825557891,94.38064989,80.08910861
PSSB_0207,primary,18.72,Puget Lowland,47.6495,-122.7824,1.106009,34.9353,107.1182598,0.797634386,82.18390805,71.99938171
ORDEQ_1010,primary,24.03,Willamette Valley,45.14012111,-122.7806951,0.071057,177.867,46.35345947,0.395615068,4.730024742,52.53453423
ORDEQ_0907,primary,22.6,Willamette Valley,44.90141298,-122.7806686,1.161996,8.91,219.0060595,0.183040867,7.095603927,6.717171717
USU_1082,primary,18.51,Cascades,43.49762,-122.778,3.414255,13.3164,891.6650563,0.838490155,94.17557681,91.55852933
WAECY_0152,primary,19.35,Puget Lowland,46.38784,-122.774441,0.001,168.1164,100.1890233,0.768923387,50.35259446,59.03231333
USU_1085,primary,20.4,Cascades,43.47549,-122.774,3.004366,26.7876,851.2224153,0.840566305,59.74491829,82.56618734
USU_1086,primary,18.38,Cascades,42.80322,-122.77398,11.389002,2.6982,1083.648956,0.867662942,65.97731821,65.97731821
ORDEQ_0337,primary,16.89,Cascades,43.62487833,-122.7712064,17.87679,3.4569,912.2983832,0.863818927,92.00728977,92.00728977
USU_1087,primary,21.13,Cascades,43.4721,-122.771,2.169642,28.8234,744.8005917,0.828281576,92.75147929,82.51420721
ORDEQ_0154,primary,16.6,Cascades,42.95353215,-122.7690576,16.812809,5.1822,946.5555471,0.836489524,92.34109066,92.34109066
PSSB_0208,primary,16.19,Puget Lowland,47.317284,-122.76854,1.845756,7.3404,59.61811059,0.811690896,72.1922511,72.1922511
WAECY_0016,primary,20.73,Willamette Valley,45.860477,-122.767439,0.001,2711.1528,4.22692422,0.741901688,0.891530461,66.02474047
FW08OR043,primary,17.5,Cascades,43.61498688,-122.7664621,11.409163,4.5747,535.9762311,0.850308629,55.02063274,83.3956325
ORDEQ_0553,primary,20.66,Cascades,44.19063496,-122.7656931,0.96596,65.2122,370.1454585,0.771331487,54.11400248,53.51928013
USU_1092,primary,15.53,Cascades,43.1801,-122.7648,17.14487,4.3065,1157.203893,0.834511583,91.64054336,91.64054336
USU_1093,primary,17.82,Cascades,42.786,-122.76434,13.78117,3.9231,1048.072303,0.835628466,38.81624226,38.81624226
USU_1094,primary,19.14,Cascades,43.4555,-122.7626,0.001,92.0583,608.185,0.841627622,85,85.71177178
USU_1095,primary,19.27,Cascades,43.2154,-122.7621,3.028618,48.1428,896.7193425,0.797426646,93.2038835,85.25947805
USU_1096,primary,17.52,Cascades,43.1895,-122.7616,7.601507,9.774,937.5655162,0.84501196,96.75787537,91.80478821
ORDEQ_1226,primary,18.76,Coast Range,45.56026192,-122.7572518,11.23943,1.4247,246.4117246,0.85345056,90.90334807,90.90334807
ORDEQ_0292,primary,18.09,Cascades,43.46072146,-122.7569313,1.232539,37.1367,783.3601777,0.849304781,85.13565151,89.46998522
PSSB_0209,primary,15.91,Puget Lowland,47.655733,-122.755017,1.169745,9.4158,80.0200894,0.785937109,84.92975734,71.71668897
USGS_051,primary,23.17,Willamette Valley,45.40345202,-122.7548185,0.20811,82.1421,55.86962647,0.402217598,4.866595518,8.178023206
USGS_052,primary,25.77,Willamette Valley,45.23317586,-122.7500933,0.033826,1254.3147,44.98827522,0.251474026,3.096168882,25.03826193
USU_1099,primary,21.01,Willamette Valley,45.31451,-122.74653,2.074337,2.196,58.02676639,0.271630224,15.04098361,15.04098361
ORDEQ_1177,primary,21.7,Willamette Valley,45.48796548,-122.7413699,0.478672,8.4744,90.3305176,0.518192844,11.80124224,19.41376381
USU_1101,primary,17.64,Cascades,43.4939,-122.7413,3.947309,6.8571,782.6887697,0.838548148,63.63636364,86.00866255
USU_1102,primary,16.2,Cascades,43.4762,-122.7406,10.783637,1.8783,880.9841303,0.837166062,72.688069,72.688069
ORDEQ_1163,primary,21.6,Willamette Valley,45.46114364,-122.7388815,4.084759,2.1771,113.5110624,0.48268214,10.87226126,10.87226126
USGS_084,primary,22.83,Willamette Valley,45.81794444,-122.7387222,0.464697,33.57,49.61822839,0.278245555,28.94877268,12.15013405
USU_1103,primary,20.23,Puget Lowland,46.6828,-122.7382,0.80438,55.9008,233.8709633,0.772356932,70.36233456,38.0940881
USU_1104,primary,23.55,Willamette Valley,44.401,-122.738,0.296831,1498.9968,218.8410153,0.767213349,27.39663093,72.28744584
PSSB_0212,primary,17.65,Puget Lowland,47.589032,-122.736157,1.797396,16.1766,130.0191703,0.862042726,75.60580128,72.17091354
ORDEQ_0586,primary,20.82,Cascades,44.25923283,-122.7347892,2.848303,76.3101,432.282852,0.843217277,68.622142,52.87950088
PSSB_0215,primary,15.64,Puget Lowland,47.587552,-122.734523,5.671171,8.1657,227.9857346,0.889455948,78.79422462,78.79422462
USGS_053,primary,23.88,Willamette Valley,44.39716667,-122.7339722,1.721726,33.6096,187.9806433,0.475253949,13.38080039,30.09586547
PSSB_0220,primary,17.19,Puget Lowland,47.586363,-122.729751,1.356836,25.0281,73.26372703,0.887716577,76.37795276,74.44712144
USU_1107,primary,16.27,Cascades,43.74701,-122.72931,12.802306,4.7943,815.4285677,0.842523701,95.77623428,95.77623428
ORDEQ_0721,primary,25.09,Willamette Valley,44.49947304,-122.7291497,0.395069,64.5615,198.7554633,0.557792859,20.83333333,52.51272043
WAECY_0206,primary,20.95,Puget Lowland,46.568989,-122.72856,0.547887,121.8258,164.5531234,0.714432172,21.76514585,43.95177376
USU_1108,primary,16.91,Cascades,43.2165,-122.7275,10.93918,11.6073,1063.613473,0.814101497,88.39590444,87.30712569
USU_1109,primary,17.41,Cascades,43.4906,-122.725,3.797734,11.592,722.5858968,0.863371082,92.87469287,94.08385093
ORDEQ_1176,primary,20.81,Willamette Valley,45.4868325,-122.7233979,0.878535,4.698,96.28622222,0.478581561,0,12.85440613
USGS_054,primary,22.59,Willamette Valley,45.19373191,-122.7225919,0.135212,54.6093,46.4289382,0.176021085,5.786516854,2.302355093
USU_1113,primary,19.29,Cascades,42.78621,-122.72225,8.477757,2.8782,831.390122,0.827547531,42.24515322,42.24515322
FW08WA010,primary,20.25,Puget Lowland,47.05149107,-122.7212905,0.116331,6.3369,31.95778583,0.384826234,31.75685272,31.75685272
ORDEQ_0156,primary,18.88,Cascades,42.96951691,-122.7199353,7.284222,13.6728,835.574557,0.834899943,89.54054766,89.54054766
USU_1115,primary,18.91,Klamath Mountains/California High North Coast Range,42.1589,-122.719,4.600977,65.151,917.3072753,0.752617487,68.29476169,87.0037298
PSSB_0225,primary,14.99,Puget Lowland,47.531455,-122.717537,2.9495,4.1274,163.1813694,0.817780281,82.57740951,82.57740951
USU_1116,primary,16.57,Klamath Mountains/California High North Coast Range,42.14873802,-122.7170211,5.686016,27.6048,1152.513987,0.882851185,97.50430293,93.75978091
USGS_085,primary,22.41,Willamette Valley,45.7505,-122.7167778,0.822115,23.9697,44.29523205,0.363976881,7.816316561,17.59846807
USU_1117,primary,20.56,Klamath Mountains/California High North Coast Range,42.18953,-122.71668,4.600977,65.151,917.3072753,0.752617487,68.29476169,87.0037298
WAECY_0261,primary,17.59,Cascades,46.860537,-122.716045,0.307057,235.5516,187.3131411,0.702120437,56.1254569,52.290963
USU_1119,primary,18.05,Klamath Mountains/California High North Coast Range,42.15375,-122.71541,0.079777,51.4233,1151.626387,0.889389617,93.94366197,91.99817981
