Predictor,Group,OTU_Label,OTU,OTU_high.res,OTU_low.res,OTU_med.res,OTU_comment,nOcc,Waopt,LowOcc,ProbLT10,Watol,WA_MinusTol,WA_PlusTol,ValueProb10_min,ValueProb10_max,ValueProb20_min,ValueProb20_max,WA_Rank,GAM,GAM_Rank,CurveShape,GAM_Extreme,LargeUncertainty,Ubiquitous,LowConf,Rank,Phylum,Class,Order,Family,Subfamily,Tribe,Genus,Flag,ThermPref_JS3,ThermHiLo_JS,Therm_SH2,Therm_TITAN
WaterTemp_MWMT_93_11_C,Coleoptera,Hydrop - Anacaena,Anacaena,666,666,666,,22,21.31414858,1,1,3.223220123,18.09092846,24.5373687,NA,NA,NA,NA,689,22.5,539,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Coleoptera,Ptilo - Araeopidius,Araeopidius,666,666,666,,2,15.36784615,1,1,1.442497834,13.92534832,16.81034399,NA,NA,NA,NA,136.5,15.1,244.5,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Coleoptera,Ptilo - Araeopidius monachus,Araeopidius monachus,666,666,666,,2,15.36784615,1,1,1.442497834,13.92534832,16.81034399,NA,NA,NA,NA,136.5,15.1,244.5,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Coleoptera,Elmid - Atractelmis,Atractelmis,666,666,666,,13,23.01420051,1,1,2.59415249,20.42004802,25.608353,NA,NA,NA,NA,772,25.6,628,*Unimodal,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Coleoptera,Hydrop - Berosus,Berosus,666,666,666,,3,20.00638995,1,1,1.029004936,18.97738501,21.03539488,NA,NA,NA,NA,578,20.4,480,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Coleoptera,Dytis - Boreonectes,Boreonectes,666,666,666,,7,19.57989524,1,1,2.268371391,17.31152385,21.84826663,NA,NA,NA,NA,546,21.9,527,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Coleoptera,Halip - Brychius,Brychius,Haliplidae,Haliplidae,Haliplidae,single genera within family. Roll up to increase 'n' a bit.  ,95,21.59864258,0,1,2.35419577,19.24444681,23.95283835,NA,NA,NA,NA,707,23.3,558.5,Unimodal/Increaser,0,0,0,1,Genus,Arthropoda,Insecta,Coleoptera,Haliplidae,,,Brychius,LowProbOcc,warm,,warm,
WaterTemp_MWMT_93_11_C,Coleoptera,Elmid - Bryelmis,Bryelmis,Bryelmis,Bryelmis,Bryelmis,,41,14.54038112,0,1,2.270327328,12.27005379,16.81070844,NA,NA,NA,NA,84,13.6,195.5,*Unimodal,0,0,0,1,Genus,Arthropoda,Insecta,Coleoptera,Elmidae,,,Bryelmis,LowProbOcc,core cold,,core cold - I would add a low confidence to this,
WaterTemp_MWMT_93_11_C,Coleoptera,Elmid - Cleptelmis,Cleptelmis,Cleptelmis addenda,Cleptelmis addenda,Cleptelmis addenda,monotypic,714,19.65897609,0,0,2.73751217,16.92146392,22.39648826,14.9,26.9,17.4,24.9,552,20.8,493,*Unimodal,0,0,0,0,Genus,Arthropoda,Insecta,Coleoptera,Elmidae,,,Cleptelmis,,cool,,,
WaterTemp_MWMT_93_11_C,Coleoptera,_Coleoptera,Coleoptera,666,666,666,,3451,19.55954183,0,0,3.453735448,16.10580638,23.01327728,3.8,30.8,6.7,30.8,541,18.3,391,Unimodal/Increaser,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Coleoptera,Dytis - Coptotomus,Coptotomus,666,666,666,,1,21.29,1,1,NA,NA,NA,NA,NA,NA,NA,685,21.3,507.5,*Unimodal,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Coleoptera,Hydrop - Crenitis,Crenitis,666,666,666,,8,17.60027396,1,1,1.379877463,16.2203965,18.98015142,NA,NA,NA,NA,320,18,376.5,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Coleoptera,Hydrop - Cymbiodyta,Cymbiodyta,666,666,666,,4,17.91631034,1,1,4.80370693,13.11260341,22.72001727,NA,NA,NA,NA,359,30.8,780,Flat,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Coleoptera,Dryopidae,Dryopidae,666,666,666,,13,21.17674324,1,1,3.366611972,17.81013127,24.54335522,NA,NA,NA,NA,674.5,30.8,780,*Increaser,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Coleoptera,Elmid - Dubiraphia,Dubiraphia,Dubiraphia,Dubiraphia,Dubiraphia,,98,26.40293294,0,0,3.581021985,22.82191096,29.98395493,24,30.8,25.4,30.8,866,30.8,780,*Increaser,1,1,0,0,Genus,Arthropoda,Insecta,Coleoptera,Elmidae,,,Dubiraphia,,warm,hot,HOT--this is way above all other warm taxa,
WaterTemp_MWMT_93_11_C,Coleoptera,Dytiscidae,Dytiscidae,666,Dytiscidae,Dytiscidae,"could probably roll all up to here. Optima is about average of all genera, tolerance is also about average, which is good for a lower resolved taxon.",830,18.72960632,0,0,2.6647384,16.06486792,21.39434472,13,30.8,15.7,23.1,448,20.3,475,Unimodal/Increaser,0,0,0,0,Family,Arthropoda,Insecta,Coleoptera,Dytiscidae,,,,,cool,,cool,
WaterTemp_MWMT_93_11_C,Coleoptera,Elmidae,Elmidae,666,666,666,,3315,19.50797898,0,0,3.438032697,16.06994628,22.94601168,3.8,30.8,6.5,30.8,532,30.8,780,*Increaser,1,0,0,0,Family,Arthropoda,Insecta,Coleoptera,Elmidae,,,,,eurythermal,,too coarse,
WaterTemp_MWMT_93_11_C,Coleoptera,Hydrop - Enochrus,Enochrus,666,666,666,,9,20.52322895,1,1,1.968489035,18.55473992,22.49171799,NA,NA,NA,NA,632,21.7,518,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Coleoptera,Psep - Eubrianax,Eubrianax,Eubrianax,Eubrianax,Eubrianax,,280,19.34380028,0,0,2.217633997,17.12616628,21.56143427,17.9,22.2,NA,NA,510,19.9,463.5,*Unimodal,0,0,0,0,Genus,Arthropoda,Insecta,Coleoptera,Psephenidae,,,Eubrianax,,cool,,,
WaterTemp_MWMT_93_11_C,Coleoptera,Gyrinidae,Gyrinidae,666,666,666,,24,19.40543628,1,1,4.031399791,15.37403649,23.43683607,NA,NA,NA,NA,520,25.7,629.5,*Unimodal,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Coleoptera,Haliplidae,Haliplidae,Haliplidae,Haliplidae,Haliplidae,,136,21.77059779,0,0,3.176931077,18.59366671,24.94752886,27.6,30.8,29.4,30.8,714,30.8,780,*Increaser,1,1,0,0,Family,Arthropoda,Insecta,Coleoptera,Haliplidae,,,,,warm,,warm,
WaterTemp_MWMT_93_11_C,Coleoptera,Halip - Haliplus,Haliplus,666,666,666,,28,22.42978673,1,0,4.958345667,17.47144106,27.38813239,28.7,30.8,29.8,30.8,743,30.8,780,*Increaser,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Coleoptera,Dryop - Helichus,Helichus,666,666,666,,13,21.17674324,1,1,3.366611972,17.81013127,24.54335522,NA,NA,NA,NA,674.5,30.8,780,*Increaser,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Coleoptera,Hydrop - Helochares,Helochares,666,666,666,,3,19.92706176,1,1,1.604023399,18.32303836,21.53108516,NA,NA,NA,NA,571,20.9,498,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Coleoptera,Helophoridae,Helophoridae,666,666,666,,20,21.13547935,1,1,3.674384384,17.46109497,24.80986373,NA,NA,NA,NA,670.5,25.1,613,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Coleoptera,Helophorus,Helophorus,666,666,666,,20,21.13547935,1,1,3.674384384,17.46109497,24.80986373,NA,NA,NA,NA,670.5,25.1,613,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Coleoptera,Elmid - Heterlimnius,Heterlimnius,Heterlimnius corpulentus,Heterlimnius corpulentus,Heterlimnius corpulentus,monotypic,1930,16.85991051,0,0,2.608343555,14.25156696,19.46825407,4,23.5,8,22.2,246,16.4,288,*Unimodal,0,0,0,0,Genus,Arthropoda,Insecta,Coleoptera,Elmidae,,,Heterlimnius,,eurythermal,,,
WaterTemp_MWMT_93_11_C,Coleoptera,Dytis - Heterosternuta,Heterosternuta,666,666,666,,3,16.92167452,1,1,0.670131597,16.25154293,17.59180612,NA,NA,NA,NA,253,17,321.5,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Coleoptera,Hydraenidae,Hydraenidae,Hydraenidae,Hydraenidae,Hydraenidae,,272,19.17986293,0,1,2.961061751,16.21880118,22.14092468,NA,NA,NA,NA,496,18.7,408,*Unimodal,0,0,0,1,Family,Arthropoda,Insecta,Coleoptera,Hydraenidae,,,,LowProbOcc,cool,,cool,Increaser
WaterTemp_MWMT_93_11_C,Coleoptera,Hydrop - Hydrobius,Hydrobius,666,666,666,,14,19.34682796,1,1,2.638594976,16.70823298,21.98542294,NA,NA,NA,NA,512,19,418.5,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Coleoptera,Hydrochidae,Hydrochidae,666,666,666,,6,20.10740515,1,1,5.222709804,14.88469535,25.33011496,NA,NA,NA,NA,591.5,30.8,780,Flat,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Coleoptera,Hydrochus,Hydrochus,666,666,666,,6,20.10740515,1,1,5.222709804,14.88469535,25.33011496,NA,NA,NA,NA,591.5,30.8,780,Flat,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Coleoptera,Hydrophilidae,Hydrophilidae,Hydrophilidae,Hydrophilidae,Hydrophilidae,,314,18.65803078,0,1,3.357363353,15.30066743,22.01539413,NA,NA,NA,NA,437,17.9,370.5,*Unimodal,0,0,0,1,Family,Arthropoda,Insecta,Coleoptera,Hydrophilidae,,,,LowProbOcc,cool,,cool,
WaterTemp_MWMT_93_11_C,Coleoptera,Hydrophiloidea,Hydrophiloidea,666,666,666,captured in Hydrophilidae,325,18.79939769,0,1,3.43167851,15.36771918,22.2310762,NA,NA,NA,NA,461,18,376.5,*Unimodal,0,0,0,1,Superfamily,Arthropoda,Insecta,Coleoptera,,,,,LowProbOcc,cool,,cool - too coarse to use?,
WaterTemp_MWMT_93_11_C,Coleoptera,Dytis - Hydroporinae,Hydroporinae,666,Dytiscidae,Dytiscidae,mostly covered by Oreodytes,556,18.77219828,0,0,2.451047363,16.32115091,21.22324564,14.8,24,18.3,21.2,459,19.8,460,Unimodal/Increaser,0,0,0,0,Subfamily,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,,,,cool,,cool - too coarse to use?,Increaser
WaterTemp_MWMT_93_11_C,Coleoptera,Hydrop - Laccobius,Laccobius,666,666,666,,11,18.74713863,1,1,4.063080903,14.68405773,22.81021953,NA,NA,NA,NA,456,30.8,780,Flat,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Coleoptera,Dytis - Laccophilus,Laccophilus,666,666,666,,3,21.03213131,1,1,3.424762517,17.60736879,24.45689383,NA,NA,NA,NA,663,30.8,780,Flat,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Coleoptera,Elmid - Lara,Lara,Lara,Lara,Lara,,812,17.62572926,0,0,2.812344344,14.81338492,20.43807361,12.2,23.2,13.9,20.4,322,16.5,293.5,*Unimodal,0,0,0,0,Genus,Arthropoda,Insecta,Coleoptera,Elmidae,,,Lara,,eurythermal,,cold,
WaterTemp_MWMT_93_11_C,Coleoptera,Lutrochidae,Lutrochidae,666,666,666,,1,14.89,1,1,NA,NA,NA,NA,NA,NA,NA,98.5,14.9,238,*Unimodal,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Coleoptera,Lutrochus,Lutrochus,666,666,666,,1,14.89,1,1,NA,NA,NA,NA,NA,NA,NA,98.5,14.9,238,*Unimodal,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Coleoptera,Elmid - Microcylloepus,Microcylloepus,Microcylloepus,Microcylloepus,Microcylloepus,,107,27.00584098,0,0,2.298789744,24.70705124,29.30463072,23.9,30.8,25.5,30.8,874,30.8,780,*Increaser,1,1,0,0,Genus,Arthropoda,Insecta,Coleoptera,Elmidae,,,Microcylloepus,,warm,hot,HOT--this is way above all other warm taxa,
WaterTemp_MWMT_93_11_C,Coleoptera,Elmid - Narpus,Narpus,Narpus,Narpus,Narpus,,985,17.95584469,0,0,2.147242323,15.80860237,20.10308701,13.4,24.3,14.7,22.2,365,17.7,360,*Unimodal,0,0,0,0,Genus,Arthropoda,Insecta,Coleoptera,Elmidae,,,Narpus,,cool,,cool/warm,Increaser
WaterTemp_MWMT_93_11_C,Coleoptera,Dytis - Neoporus,Neoporus,666,666,666,,4,20.22098668,1,1,6.070418708,14.15056797,26.29140538,NA,NA,NA,NA,608,30.8,780,Flat,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Coleoptera,Elmid - Optioservus,Optioservus,Optioservus,Optioservus,Optioservus,,1974,20.78793122,0,0,2.800089356,17.98784186,23.58802057,13.2,30.8,14.6,30.8,646,25.3,620.5,Unimodal/Increaser,0,0,0,0,Genus,Arthropoda,Insecta,Coleoptera,Elmidae,,,Optioservus,,eurythermal,,warm,Increaser
WaterTemp_MWMT_93_11_C,Coleoptera,Elmid - Ordobrevia,Ordobrevia,Ordobrevia nubifera,Ordobrevia nubifera,Ordobrevia nubifera,,235,20.29553893,0,0,2.890122116,17.40541681,23.18566104,21.4,28.9,NA,NA,615,26.4,639,*Unimodal,0,0,0,0,Genus,Arthropoda,Insecta,Coleoptera,Elmidae,,,Ordobrevia,,warm,,,
WaterTemp_MWMT_93_11_C,Coleoptera,Dytis - Oreodytes,Oreodytes,Oreodytes,Dytiscidae,Dytiscidae,,468,18.6133546,0,0,2.227776163,16.38557844,20.84113076,15.4,23,NA,NA,434,19.8,460,*Unimodal,0,0,0,0,Genus,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,,Oreodytes,,cool,,cool,
WaterTemp_MWMT_93_11_C,Coleoptera,Hydrop - Paracymus,Paracymus,666,666,666,,9,22.36800928,1,1,3.453826226,18.91418306,25.82183551,NA,NA,NA,NA,742,30.8,780,*Increaser,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Coleoptera,Halip - Peltodytes,Peltodytes,666,666,666,,9,21.70855799,1,1,3.157267303,18.55129068,24.86582529,NA,NA,NA,NA,711,30.8,780,*Increaser,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Coleoptera,Psephenidae,Psephenidae,666,666,666,,503,21.01656972,0,0,3.777523924,17.2390458,24.79409364,16.5,30.8,24.2,30.8,662,30.8,780,*Increaser,1,1,0,0,Family,Arthropoda,Insecta,Coleoptera,Psephenidae,,,,,cool,,warm -- too coarse?,
WaterTemp_MWMT_93_11_C,Coleoptera,Psep - Psephenus,Psephenus,Psephenus,Psephenus,Psephenus,,129,24.60746938,0,0,3.566621034,21.04084835,28.17409042,23.6,30.8,25.6,30.8,828,30.8,780,*Increaser,1,1,0,0,Genus,Arthropoda,Insecta,Coleoptera,Psephenidae,,,Psephenus,,warm,hot,warm -- +,
WaterTemp_MWMT_93_11_C,Coleoptera,Ptilodactylidae,Ptilodactylidae,666,666,666,,4,17.33776245,1,1,3.483295884,13.85446657,20.82105833,NA,NA,NA,NA,289,14.1,215,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Coleoptera,Elmid - Rhizelmis,Rhizelmis,666,666,666,,24,17.17922241,1,1,1.838064414,15.34115799,19.01728682,NA,NA,NA,NA,278,16.1,280,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Coleoptera,Dytis - Sanfilippodytes,Sanfilippodytes,Sanfilippodytes,Dytiscidae,Dytiscidae,,33,18.04705717,0,1,2.592239606,15.45481756,20.63929678,NA,NA,NA,NA,378,19.1,423,Flat,0,0,0,1,Genus,Arthropoda,Insecta,Coleoptera,Dytiscidae,Hydroporinae,,Sanfilippodytes,LowProbOcc,cool,,cool,
WaterTemp_MWMT_93_11_C,Coleoptera,Scirtidae,Scirtidae,666,666,666,,7,18.66622504,1,1,1.670822726,16.99540231,20.33704776,NA,NA,NA,NA,439,18.5,400,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Coleoptera,Elmid - Stenelmis,Stenelmis,666,666,666,,5,26.8615031,1,0,3.98815134,22.87335176,30.84965444,30.5,30.8,NA,NA,872,30.8,780,*Increaser,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Coleoptera,Hydrop - Tropisternus,Tropisternus,666,666,666,,14,21.77781738,1,1,2.490335811,19.28748157,24.26815319,NA,NA,NA,NA,715,24.8,608,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Coleoptera,Elmid - Zaitzevia,Zaitzevia,Zaitzevia,Zaitzevia,Zaitzevia,,1838,20.60270019,0,0,3.024593963,17.57810623,23.62729415,13.6,30.8,14.7,30.8,639,20.8,493,*Unimodal,0,0,0,0,Genus,Arthropoda,Insecta,Coleoptera,Elmidae,,,Zaitzevia,,eurythermal,,warm,Increaser
WaterTemp_MWMT_93_11_C,Diptera,Blep - Agathon,Agathon,666,666,666,,16,16.85149912,1,1,4.354349705,12.49714941,21.20584883,NA,NA,NA,NA,245,3.8,51.5,Flat,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Diptera,Blep - Agathon comstocki,Agathon comstocki,666,666,666,,1,12.01,1,1,NA,NA,NA,NA,NA,NA,NA,19,12,159.5,*Unimodal,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Diptera,Culi -Anopheles,Anopheles,666,666,666,,10,20.18509772,1,1,3.653707802,16.53138992,23.83880552,NA,NA,NA,NA,599,30.8,780,Flat,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Diptera,Tipu -Antocha,Antocha,Antocha,Limoniidae,Antocha,,1290,19.14297928,0,0,3.012044459,16.13093482,22.15502374,11.8,30.6,13.6,28.2,487,20.8,493,Unimodal/Increaser,0,0,0,0,Genus,Arthropoda,Insecta,Diptera,Tipulidae,,,Antocha,,eurythermal,,cool,
WaterTemp_MWMT_93_11_C,Diptera,Athericidae,Athericidae,666,666,666,,232,21.5798891,0,0,3.611887901,17.96800119,25.191777,20.6,30.8,NA,NA,705.5,30.8,780,*Increaser,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Diptera,Atherix,Atherix,Atherix,Atherix,Atherix,,232,21.5798891,0,0,3.611887901,17.96800119,25.191777,20.6,30.8,NA,NA,705.5,30.8,780,*Increaser,1,1,0,0,Genus,Arthropoda,Insecta,Diptera,Athericidae,,,Atherix,,cool,,warm,Increaser
WaterTemp_MWMT_93_11_C,Diptera,Tipu -Austrolimnophila,Austrolimnophila,666,666,666,,2,17.1501912,1,1,2.658721497,14.49146971,19.8089127,NA,NA,NA,NA,271,16.2,283,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Diptera,Blep - Bibiocephala,Bibiocephala,666,666,666,,8,19.47565228,1,1,3.509948176,15.9657041,22.98560045,NA,NA,NA,NA,527,30.8,780,Flat,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Diptera,Blepharicera,Blepharicera,666,666,666,,20,20.98535122,1,1,2.229677239,18.75567399,23.21502846,NA,NA,NA,NA,658,22.2,533.5,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Diptera,Blephariceridae,Blephariceridae,Blephariceridae,Blephariceridae,Blephariceridae,,128,19.57019816,0,1,3.354857221,16.21534094,22.92505538,NA,NA,NA,NA,542,22.1,531.5,*Unimodal,0,0,0,1,Family,Arthropoda,Insecta,Diptera,Blephariceridae,,,,LowProbOcc,cool,,eurythermal?,
WaterTemp_MWMT_93_11_C,Diptera,Brachycera,Brachycera,666,666,666,,2927,17.79258292,0,0,4.367539397,13.42504353,22.16012232,3.8,30.8,3.8,30.8,343,3.8,51.5,*Decreaser,1,1,1,0,Suborder,Arthropoda,Insecta,Diptera,,,,,,eurythermal,,,
WaterTemp_MWMT_93_11_C,Diptera,Stra -Caloparyphus,Caloparyphus,Stratiomyidae,Stratiomyidae,Stratiomyidae,,30,23.14636644,0,1,2.812098077,20.33426836,25.95846452,NA,NA,NA,NA,781,25.2,616,*Unimodal,0,0,0,1,Genus,Arthropoda,Insecta,Diptera,Stratiomyidae,,,Caloparyphus,LowProbOcc,warm,,warm -+,
WaterTemp_MWMT_93_11_C,Diptera,Ceratopogonidae,Ceratopogonidae,666,666,666,,2111,18.24167501,0,0,3.603169501,14.63850551,21.84484451,3.8,30.8,7.8,30.8,395,17.3,344.5,*Unimodal,0,0,0,0,Family,Arthropoda,Insecta,Diptera,Ceratopogonidae,,,,,eurythermal,,eurythermal,
WaterTemp_MWMT_93_11_C,Diptera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,,1914,18.46992188,0,0,3.775376224,14.69454565,22.2452981,3.9,30.8,9.5,30.8,421,17.3,344.5,Unimodal/Increaser,0,0,0,0,Subfamily,Arthropoda,Insecta,Diptera,Ceratopogonidae,Ceratopogoninae,,,,eurythermal,,eurythermal,Increaser
WaterTemp_MWMT_93_11_C,Diptera,Chaoboridae,Chaoboridae,666,666,666,,12,16.3158094,1,1,4.019734463,12.29607494,20.33554386,NA,NA,NA,NA,201,3.8,51.5,Flat,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Diptera,Chaoborus,Chaoborus,666,666,666,,1,20.19,1,1,NA,NA,NA,NA,NA,NA,NA,601,20.2,470,*Unimodal,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Diptera,Limo -Cheilotrichia,Cheilotrichia,666,666,666,,2,17.04324897,1,1,4.235569619,12.80767935,21.27881859,NA,NA,NA,NA,261,30.8,780,Flat,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Diptera,Empi -Chelifera/Metachela,Chelifera/Metachela,Chelifera/Metachela,Empididae,Chelifera/Metachela,,871,17.36983564,0,0,3.303708395,14.06612725,20.67354404,3.8,24.7,3.8,21.6,294,18.4,396.5,Unimodal/Decreaser,0,0,0,0,Genus,Arthropoda,Insecta,Diptera,Empididae,,,Chelifera/Metachela,,eurythermal,,cold/cool,Decreaser
WaterTemp_MWMT_93_11_C,Diptera,Empi -Clinocera,Clinocera,Clinocera,Empididae,Clinocera,,639,15.59442686,0,0,4.178461622,11.41596523,19.77288848,3.8,20.3,3.8,15.6,153,3.8,51.5,*Decreaser,1,0,0,0,Genus,Arthropoda,Insecta,Diptera,Empididae,Clinocerinae,,Clinocera,,cold,,core cold,Decreaser
WaterTemp_MWMT_93_11_C,Diptera,Empi -Clinocerinae,Clinocerinae,666,Empididae,666,,815,15.87234066,0,0,4.166709494,11.70563116,20.03905015,3.8,22.6,3.8,17.5,176,3.8,51.5,*Decreaser,1,0,0,0,Subfamily,Arthropoda,Insecta,Diptera,Empididae,Clinocerinae,,,,cold,,core cold,
WaterTemp_MWMT_93_11_C,Diptera,Tipu -Cryptolabis,Cryptolabis,Cryptolabis,Limoniidae,Cryptolabis,,85,21.28212755,0,1,2.640790994,18.64133656,23.92291855,NA,NA,NA,NA,684,26.8,646.5,*Unimodal,0,0,0,1,Genus,Arthropoda,Insecta,Diptera,Tipulidae,,,Cryptolabis,LowProbOcc,warm,,warm,
WaterTemp_MWMT_93_11_C,Diptera,Culicidae,Culicidae,666,666,666,,25,19.99178742,1,1,2.474167104,17.51762032,22.46595453,NA,NA,NA,NA,576,21.8,522,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Diptera,Limo -Dactylolabis,Dactylolabis,666,666,666,,1,5.62,1,0,NA,NA,NA,5.5,5.7,5.6,5.6,1.5,5.6,107.5,*Unimodal,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Diptera,Cerato -Dasyhelea,Dasyhelea,Dasyhelea,Dasyhelea,Dasyhelea,,37,19.01458991,0,1,3.334876684,15.67971322,22.34946659,NA,NA,NA,NA,479.5,30.8,780,*Increaser,1,0,0,1,Genus,Arthropoda,Insecta,Diptera,Ceratopogonidae,Dasyheleinae,,Dasyhelea,LowProbOcc,warm,,cool,
WaterTemp_MWMT_93_11_C,Diptera,Cerato -Dasyheleinae,Dasyheleinae,666,666,666,,37,19.01458991,0,1,3.334876684,15.67971322,22.34946659,NA,NA,NA,NA,479.5,30.8,780,*Increaser,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
